,Time,Tweet,Analysis,Category
72,2022-11-11 13:27:35+00:00,Gurugram: More trouble in Paradiso as families told to vacate 2 towers | Gurgaon News - Times of India https://t.co/uzxR3dccKd,-0.4576,POLITICS
73,2022-11-11 13:20:05+00:00,"Man stabbed, robbed by auto driver on Gurugram highway - PTI #Man #stabbed_ #robbed #by",-0.7003,WELLNESS
74,2022-11-11 12:14:10+00:00,Hero MotoCorp Partners with Gurugram Police to Promote Women's Safety https://t.co/6B1y1S9aF0,0.8402,PARENTING
75,2022-11-11 10:21:31+00:00,Woman beaten to death by obsessed 'lover' in Gurugram – ThePrint https://t.co/J8FIEqmBdu,-0.5574,WOMEN
76,2022-11-11 10:14:17+00:00,"Chintels Paradiso residents: Won't vacate homes without a compensation plan

Read more - https://t.co/haHx5kBksS

#news #TrendingNow #realestatenews #ncrnews #chintelsparadiso #Gurugram #realestateinvesting https://t.co/N9T8Z2Ru5S",0.0,TRAVEL
77,2022-11-11 10:05:03+00:00,"#ChintelsParadiso's dejected residents running from pillar to post to get their woes heard. Today they had a meeting with @DC_Gurugram &amp; rejected the depreciated valuation of the flats to be demolished.
Are their voices falling on deaf ears...?
@chintelsgroup #ChintelsParadiso https://t.co/9ku0GgGSgg",-0.875,TRAVEL
78,2022-11-11 10:00:20+00:00,"Gurugram air ‘poor’ again, may worsen in next two days | Gurgaon News – Times of India https://t.co/RUBpgiOpMl",-0.5106,WOMEN
79,2022-11-11 09:34:23+00:00,"Gurugram air ‘poor’ again, may worsen in next two days | Gurgaon News https://t.co/ViQFqWNqL0",-0.5106,WOMEN
80,2022-11-11 06:23:37+00:00,@MunCorpGurugram @DC_Gurugram Please clear this pile. 2 days back it was used to dump a dead body too! Refer attached news https://t.co/9g2H4DuBc6 https://t.co/u0Fyn28a5L,-0.5093,TRAVEL
81,2022-11-11 06:00:58+00:00,"MAX ESTATES WITH NEW ACQUISITIONS EXPANDS CRE FOOTPRINT IN NOIDA &amp; GURUGRAM
To read full news, click here https://t.co/0Fya3W5WeX
#MaxEstates #Acquisitions #CRE #NCR #Noida #Gurugram #SahilVachani #MaxVIL #EBITDA #Revenue #Projects #Investment #Fund #NCLT #Commercial #Residential",0.2808,BUSINESS
82,2022-11-11 05:11:41+00:00,Gurugram Crime : Netaji broke the glasses of 17 booths Kherki Daula toll plaza over delay passing his car https://t.co/HKQ34vxM0T,-0.8225,TRAVEL
83,2022-11-11 04:50:53+00:00,"@narendramodi Good morning Sir, 
Today Gurugram AQI 651as ABP news. DUSTis main reason of pollution not parali. Inside roads condition is very bad kindlyinstruct to improve/construct new road as required. Funds may become bottleneck.I had requested CMO Haryana also. 
Warm regards",0.0018,TRAVEL
84,2022-11-11 03:18:47+00:00,Gurugram: More trouble in Paradiso as families told to vacate 2 towers | Gurgaon News https://t.co/GvDLQn06AR,-0.4576,POLITICS
85,2022-11-11 02:52:27+00:00,"On ABP News  
Gurugram AQI 651

On Sameer App.
Gurugram AQI 317

@CPCB_OFFICIAL plz take action on @ABPNews for spreading misinformation. https://t.co/83PNSNTOmI",-0.25,WOMEN
86,2022-11-11 02:49:13+00:00,Gurugram: More trouble in Paradiso as families told to vacate 2 towers | Gurgaon News – Times of India https://t.co/J778Eprbt7,-0.4576,POLITICS
87,2022-11-11 02:31:10+00:00,Thank you @dadalakhmi2021 @iyashpalsharma for your visit at Gurugram University @gurugramuniver1 We are looking forward to the next time!!! https://t.co/ZXcvG94IRl,0.5229,WOMEN
88,2022-11-11 00:05:53+00:00,"Captive langur killed by stray dogs in DLF Phase 3 Gurugram see full article at https://t.co/caALM3bW0h
&lt;br&gt;
#PetCharitiesNews",-0.6705,WOMEN
89,2022-11-10 18:51:32+00:00,"Job Posting : Learning Routes - Executive - Inside Sales (0-5 yrs) Delhi NCR/Gurgaon/Gurugram (Tele Sales/BPO)
 #bloombergcareers #bpojobsinbangalore #businessintelligenceanalyst #freejobpostingsites #googlecareers #GoogleJobs #googleworkfromhome #hal...
https://t.co/ZWtB1Ika0r",0.0,BUSINESS
90,2022-11-10 17:20:04+00:00,Woman beaten to death by obsessed 'lover' in Gurugram - PTI #Woman #beaten #to #death,-0.8834,CRIME
91,2022-11-10 16:17:58+00:00,"Gurugram: Three alleged cattle smugglers were arrested Thursday after being chased by ‘gau rakshak’ in Sector 56 area when their car overturned, police said. The driver of the pickup truck and two others managed to flee, they said. “There were three cows in the pickup Jeep and on https://t.co/pnVS9LBqoY",-0.6705,CRIME
92,2022-11-10 16:07:02+00:00,"'Smugglers' Chased Down By Cow Vigilantes In Gurugram, Arrested https://t.co/iFKbgXRXnp https://t.co/iFvex677G0",-0.6705,TRAVEL
93,2022-11-10 12:25:35+00:00,Gurugram: DC directs Chintels Paradiso developer to start demolition process of Tower D - Window To News https://t.co/naBGhHri4E,0.0,TRAVEL
94,2022-11-10 12:12:35+00:00,"2 arrested in Gurugram for gang rape of minor, Gurugram News in Hindi https://t.co/n4NqelQquv",-0.8316,CRIME
95,2022-11-10 11:25:09+00:00,"@VIT_univ Alumni Association to Inaugurate VITAA #Gurugram Chapter on November 12 @EPSIIndia  @edutopia  @educationweek  @ForbesEDU  @DelhiEduNews  @TOIEducation 
@ugc_india @AIUIndia  @DC_Gurugram  @HTGurgaon  @gurgaonpolice  #vit #education 
#Gurugram 

https://t.co/wpotpaU5Nm",0.0,WOMEN
96,2022-11-10 11:21:28+00:00,"Content Auditing Services Gurugram, Delhi India UAE,USA, UK
EBS provides content auditing in all the regional languages of India for both UGC and PGC content. Our team of experts inspects every criterion that you induct and assure you the error-free content. Whether it is news. https://t.co/yYruBDWnD1",0.34,TRAVEL
97,2022-11-10 10:54:17+00:00,"KPL held amid fanfare, cultural extravaganza in Gurugram https://t.co/mlRns3mvnA",0.0,TRAVEL
98,2022-11-10 09:23:03+00:00,"Gurugram administration orders evacuation of two towers in Chintels Paradiso, Real Estate News, Realty Beat https://t.co/Erz9IPUYgE",0.0,TRAVEL
99,2022-11-10 07:43:22+00:00,"Gurugram administration orders emptying of two towers in Chintels Paradiso

Read More - https://t.co/9oJrzdzCvE

#news #TrendingNews #realestatenews #chintelsparadiso #Delhi #Gurugram #affordablehomegurgaon #realestateinvesting https://t.co/Fuz4mUFe7e",-0.1531,TRAVEL
100,2022-11-10 06:15:35+00:00,"Students of grade X and XI participated in a Video Conference. Students from all across the globe came forward to discuss their experiences with fake news and how they tackled it.

#computer #week #awareness #Aef 
#sdg #ncert 
#cbse @WattalMulla @Soumya86541065 @_urmimala_ https://t.co/WxxR7NoWP5",-0.4767,IMPACT
101,2022-11-10 05:36:31+00:00,M G Road metro station - Gurugram - beautification done by @DC_Gurugram @cmohry @anilvijminister @MunCorpGurugram    Salute to all the authorities involved in it 👏👏👏 @PMOIndia @narendramodi @RajBhavanHry @ANI @punjabkesari @PTI_News https://t.co/uz9aZl4GoN https://t.co/Ya7Glna13C,0.4404,TRAVEL
102,2022-11-10 05:35:22+00:00,M G Road metro station - Gurugram - beautification done by @DC_Gurugram @cmohry @anilvijminister @MunCorpGurugram    Salute to all the authorities involved in it 👏👏👏 @PMOIndia @narendramodi @RajBhavanHry @ANI @punjabkesari @PTI_News https://t.co/h6dmyo0dxG https://t.co/6ydFylMCff,0.4404,TRAVEL
103,2022-11-10 05:11:33+00:00,"@manisha3012 @thekindsoulJKB This is all part of propaganda only, think about it are there not dogs in other cities ir they dont bite ? Why are 95% cases are coming from delhi, noida, Ghaziabad?
Why no news from Bangalore, calcutta, mumbai, chennai, gurugram? Media is spreading this hate propaganda",-0.8783,TRAVEL
104,2022-11-10 05:10:03+00:00,"Gurugram: Vacate 2 more Chintels Paradiso towers immediately, says govt panel https://t.co/gR9FZsgaKm",0.0,POLITICS
105,2022-11-10 04:15:47+00:00,"Gurugram sees 76% voter turnout in panchayat polls, Haryana average 70% | Gurgaon News – Times of India https://t.co/GzV2zTvVp8",0.0,WORLDPOST
106,2022-11-10 03:14:29+00:00,It’s nearly winter but dengue cases still rising in Gurugram | Gurgaon News – Times of India https://t.co/m7236IuPUr,0.0,TRAVEL
107,2022-11-10 02:39:55+00:00,It’s nearly winter but dengue cases still rising in Gurugram | Gurgaon News https://t.co/It65nc87Cw,0.0,WOMEN
108,2022-11-10 01:03:04+00:00,Mercury likely to drop 2-3 degree Celsius by weekend in Gurugram: IMD https://t.co/F5TAompN7u,-0.2732,TRAVEL
109,2022-11-10 01:02:03+00:00,"Gurugram: Not just in winter, those living in areas along Southern Peripheral Road breathe in dust all year long https://t.co/QzJ1jqwYUj",0.0,WOMEN
110,2022-11-10 01:01:32+00:00,"Gurugram's air turns 'moderate', thanks to breeze, but relief set to be shortlived https://t.co/uxNHjjxOqq",0.7269,TRAVEL
111,2022-11-09 23:25:33+00:00,It's nearly winter but dengue cases still rising in Gurugram https://t.co/LWx5AqVI2L,0.0,WOMEN
112,2022-11-09 23:16:40+00:00,"Gurugram sees 76% voter turnout in panchayat polls, Haryana average 70% https://t.co/tnJ377joPJ",0.0,WORLDPOST
113,2022-11-09 20:37:25+00:00,Gurugram collection agent shot at in bid to loot cash near Galleria Market https://t.co/vB4WU1qNbT,0.0,TRAVEL
114,2022-11-09 16:30:05+00:00,Gurugram: Man held for sexually assaulting minor girl - PTI #Gurugram_ #Man #held #for,-0.5106,SPORTS
115,2022-11-09 16:23:47+00:00,"@Girdhar77040074 @DC_Gurugram Fake news anker Deepak chuorasoa
Arrest him",-0.6705,POLITICS
116,2022-11-09 15:26:04+00:00,"Live dialogue at @gurugramuniver1 with the team of Haryanvi feature film 'Dada Lakhmi', based on the biography of Surya Kavi Dada Lakhmi Chand and awarded with National Film Award.

@DrRakeshyogi1
@Meenakshi_News 
@iyashpalsharma @meghna1malik 
@gurugramuniver1 #Gurugram #film https://t.co/53aTWGHOuH",0.7351,ENTERTAINMENT
117,2022-11-09 13:14:14+00:00,"Rangeelo Rajasthan food and culture fest at Saga in Gurugram
https://t.co/85vXe8v60u
.
.
.
#luxebookindia #luxebook #rajasthanfood #rajasthan #Gurugramnews #saga #finedining #luxurynews #luxuryupdates https://t.co/AEku1dltZo",0.0,TRAVEL
118,2022-11-09 13:06:35+00:00,"@LiveLawIndia @DChaurasia2312 @DC_Gurugram
#ImmediatelyArrestDeepakChaurasia
Why police is taking steps back to 
Arrest Deepak Chaurasia and his team for
Journalistic Scandal and neglecting court's order.
Two faces of Money Minded Media exposed now which always show fake and bogus news for trp only. https://t.co/tn5RgRYvnR",-0.886,POLITICS
119,2022-11-09 12:12:10+00:00,"@DC_Gurugram
#ImmediatelyArrestDeepakChaurasia
Why police is taking steps back to 
Arrest Deepak Chaurasia and his team for
Journalistic Scandal and neglecting court's order.
Two faces of Money Minded Media exposed now which always show fake and bogus news for trp only. https://t.co/lQFhhIoOTF",-0.886,POLITICS
120,2022-11-09 11:49:47+00:00,"#Trending #BREAKING #BREAKING_NEWS 
@chintelsgroup and repair contractor 
responsible for collapse. @DC_Gurugram @nishantyadavIAS orders Demolition of tower D. @iitdelhi recommends evacuation of all towers . Residents harried. @cParadisoLost #ChintelsParadiso #Gurgaon https://t.co/03OyN8VBRp",-0.34,WEDDINGS
121,2022-11-09 11:28:18+00:00,"Gurugram’s air quality improves to ‘poor’, thanks to scattered rain in Haryana https://t.co/lVByUjpYhl",0.6908,TRAVEL
122,2022-11-09 08:25:26+00:00,Gurugram residents force civic body’s new material recovery facilities shut https://t.co/LT5GDEAwES,0.0,POLITICS
123,2022-11-09 07:32:04+00:00,"Gurugram development body &amp; HSVP refuse to check infrastructure at builder floors 

Read More - https://t.co/4hZmvT16Gw

#news #TrendingNews #realestatenews #NewsUpdate #infrastructure #gurugram #larisarealtech #realestateinvesting https://t.co/ATcAjqZWxA",-0.296,TRAVEL
124,2022-11-09 07:30:42+00:00,"Tremors of the quake were felt in Delhi and the surrounding areas of Ghaziabad, Gurugram and Lucknow. CCTV footage of tremors in North India were widely shared on social media.

3/4 https://t.co/YULtB9R4BP",0.34,WORLDPOST
125,2022-11-09 06:55:45+00:00,"ನೇಪಾಳ-ದೆಹಲಿಯಲ್ಲಿ ಪ್ರಬಲ ಭೂಕಂಪನ

At Least 6 dead As 6.3 Magnitude Earthquake Hits Nepal tremors Felt Across North India 

https://t.co/Q9RQw3sPHg

#earthquake #EARTHQUAKEALERT #earthquakerdevices #EarthquakeSurigaoDelSur #delhi #Gurugram #himalayas #uttarakhand #Nepal #india",-0.6486,WORLDPOST
126,2022-11-09 05:22:26+00:00,Section 144 of CrPC imposed in Gurugram for panchayat elections https://t.co/WAyd66mouR,-0.0772,WORLDPOST
